CensusYear,Subject,Gender,AgeGroup,QualifiedEntrantType,StockSize
2012,Mathematics,Male,35-54,NQT,137.60747197956786
2013,Mathematics,Male,35-54,NQT,149.83898336569482
2014,Mathematics,Male,35-54,NQT,120.41355565286274
2015,Mathematics,Male,35-54,NQT,118.25269300842152
2016,Mathematics,Male,35-54,NQT,133.1027384389867
2017,Mathematics,Male,35-54,NQT,147.53962251359752
2011,Modern Foreign Languages,Male,35-54,NQT,16.588093826992832
2012,Modern Foreign Languages,Male,35-54,NQT,29.238458631499523
2013,Modern Foreign Languages,Male,35-54,NQT,18.92757266650806
2014,Modern Foreign Languages,Male,35-54,NQT,19.591346699458875
2015,Modern Foreign Languages,Male,35-54,NQT,11.432453770059954
2016,Modern Foreign Languages,Male,35-54,NQT,40.89409449405705
2017,Modern Foreign Languages,Male,35-54,NQT,32.76547325487094
2011,Music,Male,35-54,NQT,13.754308392309923
2012,Music,Male,35-54,NQT,8.568304468772485
2013,Music,Male,35-54,NQT,11.646806396161335
2014,Music,Male,35-54,NQT,8.28647951138984
2015,Music,Male,35-54,NQT,6.847036857684719
2016,Music,Male,35-54,NQT,11.247737665294352
2017,Music,Male,35-54,NQT,2.6760375786473176
2011,Others,Male,35-54,NQT,29.025942998557355
2012,Others,Male,35-54,NQT,28.945256125142784
2013,Others,Male,35-54,NQT,19.450156439168836
2014,Others,Male,35-54,NQT,18.03845054784868
2015,Others,Male,35-54,NQT,16.835284798519556
2016,Others,Male,35-54,NQT,13.176269855818294
2017,Others,Male,35-54,NQT,23.52705676614907
2011,Physical Education,Male,35-54,NQT,4.610560809842415
2012,Physical Education,Male,35-54,NQT,9.962241283821236
2013,Physical Education,Male,35-54,NQT,5.9386969203934745
2014,Physical Education,Male,35-54,NQT,4.312878591817007
2015,Physical Education,Male,35-54,NQT,7.104436484573074
2016,Physical Education,Male,35-54,NQT,8.45301018623012
2017,Physical Education,Male,35-54,NQT,7.11048968029732
2011,Physics,Male,35-54,NQT,43.30527944092299
2012,Physics,Male,35-54,NQT,52.61233640773074
2013,Physics,Male,35-54,NQT,78.42296238397155
2014,Physics,Male,35-54,NQT,45.91088471506459
2015,Physics,Male,35-54,NQT,50.82367979923326
2016,Physics,Male,35-54,NQT,57.95470013338136
2017,Physics,Male,35-54,NQT,104.76852539891222
2011,Religious Education,Male,35-54,NQT,13.40997420747097
2012,Religious Education,Male,35-54,NQT,10.757825469898545
2013,Religious Education,Male,35-54,NQT,5.36532800007231
2014,Religious Education,Male,35-54,NQT,8.489584365445051
2015,Religious Education,Male,35-54,NQT,4.062972416544275
2016,Religious Education,Male,35-54,NQT,6.33300551903465
2017,Religious Education,Male,35-54,NQT,15.7460571096031
2011,Art & Design,Female,55 and over,NQT,0
2012,Art & Design,Female,55 and over,NQT,0.920854088832956
2013,Art & Design,Female,55 and over,NQT,0
2014,Art & Design,Female,55 and over,NQT,0
2015,Art & Design,Female,55 and over,NQT,1.2927016519340162
2016,Art & Design,Female,55 and over,NQT,1.278161456690348
2017,Art & Design,Female,55 and over,NQT,0
2011,Biology,Female,55 and over,NQT,3.6269222359831828
2012,Biology,Female,55 and over,NQT,0
2013,Biology,Female,55 and over,NQT,1.0378039195233217
2014,Biology,Female,55 and over,NQT,1.0487806110690734
2015,Biology,Female,55 and over,NQT,0
2016,Biology,Female,55 and over,NQT,0
2017,Biology,Female,55 and over,NQT,2.7513647915690225
2011,Business Studies,Female,55 and over,NQT,2.8589739534881478
2012,Business Studies,Female,55 and over,NQT,0.8488029992583609
2013,Business Studies,Female,55 and over,NQT,0.5471457653173858
2014,Business Studies,Female,55 and over,NQT,0
2015,Business Studies,Female,55 and over,NQT,0.7801541670985822
2016,Business Studies,Female,55 and over,NQT,0
2017,Business Studies,Female,55 and over,NQT,1.242346491801641
2011,Chemistry,Female,55 and over,NQT,1.554451498457588
2012,Chemistry,Female,55 and over,NQT,0
2013,Chemistry,Female,55 and over,NQT,1.0372494210527772
2014,Chemistry,Female,55 and over,NQT,0
2015,Chemistry,Female,55 and over,NQT,2.6710038115631822
2016,Chemistry,Female,55 and over,NQT,0
2017,Chemistry,Female,55 and over,NQT,4.444594591652686
2011,Classics,Female,55 and over,NQT,0
2012,Classics,Female,55 and over,NQT,0
2013,Classics,Female,55 and over,NQT,0
2014,Classics,Female,55 and over,NQT,0
2015,Classics,Female,55 and over,NQT,0
2016,Classics,Female,55 and over,NQT,0
2017,Classics,Female,55 and over,NQT,0
2011,Computing,Female,55 and over,NQT,0.29908780872144675
2012,Computing,Female,55 and over,NQT,0.42985704428382654
2013,Computing,Female,55 and over,NQT,1.3291071708587934
2014,Computing,Female,55 and over,NQT,0.1458014805508226
2015,Computing,Female,55 and over,NQT,1.3346221331358121
2016,Computing,Female,55 and over,NQT,0
2017,Computing,Female,55 and over,NQT,0
2011,Design & Technology,Female,55 and over,NQT,0
2012,Design & Technology,Female,55 and over,NQT,0.8667657619567728
2013,Design & Technology,Female,55 and over,NQT,0
2014,Design & Technology,Female,55 and over,NQT,0.46169420060482746
2015,Design & Technology,Female,55 and over,NQT,2.4782598390198896
2016,Design & Technology,Female,55 and over,NQT,1.278161456690348
2017,Design & Technology,Female,55 and over,NQT,0
2011,Drama,Female,55 and over,NQT,0
2012,Drama,Female,55 and over,NQT,2.8179565109389104
2013,Drama,Female,55 and over,NQT,0
2014,Drama,Female,55 and over,NQT,0
2015,Drama,Female,55 and over,NQT,0
2016,Drama,Female,55 and over,NQT,0
2017,Drama,Female,55 and over,NQT,0
2011,English,Female,55 and over,NQT,0.8719039520243304
2012,English,Female,55 and over,NQT,5.911225338029558
2013,English,Female,55 and over,NQT,0
2014,English,Female,55 and over,NQT,3.14634183320722
2015,English,Female,55 and over,NQT,3.7874440742981332
2016,English,Female,55 and over,NQT,2.339016307016568
2017,English,Female,55 and over,NQT,0.08171618996180414
2011,Food,Female,55 and over,NQT,0
2012,Food,Female,55 and over,NQT,0.21669469084454876
2013,Food,Female,55 and over,NQT,0
2014,Food,Female,55 and over,NQT,0.27944759381935463
2015,Food,Female,55 and over,NQT,0
2016,Food,Female,55 and over,NQT,0
2017,Food,Female,55 and over,NQT,0
2011,Geography,Female,55 and over,NQT,0
2012,Geography,Female,55 and over,NQT,0.9574359942543237
2013,Geography,Female,55 and over,NQT,0
2014,Geography,Female,55 and over,NQT,0
2015,Geography,Female,55 and over,NQT,0
2016,Geography,Female,55 and over,NQT,0
2017,Geography,Female,55 and over,NQT,0
2011,History,Female,55 and over,NQT,0
2012,History,Female,55 and over,NQT,0.47873834299809254
2013,History,Female,55 and over,NQT,0
2014,History,Female,55 and over,NQT,0
2015,History,Female,55 and over,NQT,0
2016,History,Female,55 and over,NQT,0
2017,History,Female,55 and over,NQT,0
2011,Mathematics,Female,55 and over,NQT,0
2012,Mathematics,Female,55 and over,NQT,2.8657136285588436
2013,Mathematics,Female,55 and over,NQT,3.4689856732755477
2014,Mathematics,Female,55 and over,NQT,0
2015,Mathematics,Female,55 and over,NQT,6.409475321297395
2016,Mathematics,Female,55 and over,NQT,3.834484370071044
2017,Mathematics,Female,55 and over,NQT,0
2011,Modern Foreign Languages,Female,55 and over,NQT,0.5250456617384
2012,Modern Foreign Languages,Female,55 and over,NQT,2.8657136285588436
2013,Modern Foreign Languages,Female,55 and over,NQT,2.481633708175801
2014,Modern Foreign Languages,Female,55 and over,NQT,0
2015,Modern Foreign Languages,Female,55 and over,NQT,1.3346221331358121
2016,Modern Foreign Languages,Female,55 and over,NQT,3.7672147326054306
2017,Modern Foreign Languages,Female,55 and over,NQT,4.497411927197329
2011,Music,Female,55 and over,NQT,0
2012,Music,Female,55 and over,NQT,0
2013,Music,Female,55 and over,NQT,0
2014,Music,Female,55 and over,NQT,0
2015,Music,Female,55 and over,NQT,0
2016,Music,Female,55 and over,NQT,0
2017,Music,Female,55 and over,NQT,0
2011,Others,Female,55 and over,NQT,3.030458550421697
2012,Others,Female,55 and over,NQT,1.7378089042308789
2013,Others,Female,55 and over,NQT,1.8818033132534198
2014,Others,Female,55 and over,NQT,0.1618373360940687
2015,Others,Female,55 and over,NQT,2.065372774228387
2016,Others,Female,55 and over,NQT,0.25106925493768506
2017,Others,Female,55 and over,NQT,3.494103345430034
2011,Physical Education,Female,55 and over,NQT,0.06908288294322998
2012,Physical Education,Female,55 and over,NQT,0
2013,Physical Education,Female,55 and over,NQT,0
2014,Physical Education,Female,55 and over,NQT,0
2015,Physical Education,Female,55 and over,NQT,0
2016,Physical Education,Female,55 and over,NQT,2.556322913380696
2017,Physical Education,Female,55 and over,NQT,1.0745904459771252
2011,Physics,Female,55 and over,NQT,0
2012,Physics,Female,55 and over,NQT,2.865713628558843
2013,Physics,Female,55 and over,NQT,0
2014,Physics,Female,55 and over,NQT,0
2015,Physics,Female,55 and over,NQT,0
2016,Physics,Female,55 and over,NQT,2.4533158815860214
2017,Physics,Female,55 and over,NQT,0
2011,Religious Education,Female,55 and over,NQT,0.03547996059197237
2012,Religious Education,Female,55 and over,NQT,0.04775711761993313
2013,Religious Education,Female,55 and over,NQT,0
2014,Religious Education,Female,55 and over,NQT,0.2999093035413122
2015,Religious Education,Female,55 and over,NQT,0
2016,Religious Education,Female,55 and over,NQT,0.9592218284024054
2017,Religious Education,Female,55 and over,NQT,0
2011,Art & Design,Male,55 and over,NQT,0
2012,Art & Design,Male,55 and over,NQT,0.2941587158565908
2013,Art & Design,Male,55 and over,NQT,1.0514666954699092
2014,Art & Design,Male,55 and over,NQT,0
2015,Art & Design,Male,55 and over,NQT,0
2016,Art & Design,Male,55 and over,NQT,1.1057271948510212
2017,Art & Design,Male,55 and over,NQT,0
2011,Biology,Male,55 and over,NQT,0
2012,Biology,Male,55 and over,NQT,0
2013,Biology,Male,55 and over,NQT,0.37341745389906567
2014,Biology,Male,55 and over,NQT,0
2015,Biology,Male,55 and over,NQT,0
2016,Biology,Male,55 and over,NQT,0
2017,Biology,Male,55 and over,NQT,0.11798709288415492
2011,Business Studies,Male,55 and over,NQT,1.2838854211529371
2012,Business Studies,Male,55 and over,NQT,0
2013,Business Studies,Male,55 and over,NQT,0.3045530489772108
2014,Business Studies,Male,55 and over,NQT,0.11439075080890604
2015,Business Studies,Male,55 and over,NQT,1.1304705668290342
2016,Business Studies,Male,55 and over,NQT,2.5713204837024657
2017,Business Studies,Male,55 and over,NQT,0
2011,Chemistry,Male,55 and over,NQT,2.982514356610448
2012,Chemistry,Male,55 and over,NQT,2.738086502629322
2013,Chemistry,Male,55 and over,NQT,0
2014,Chemistry,Male,55 and over,NQT,0
2015,Chemistry,Male,55 and over,NQT,0
2016,Chemistry,Male,55 and over,NQT,1.1968886287139375
2017,Chemistry,Male,55 and over,NQT,5.781846617245975
2011,Classics,Male,55 and over,NQT,0
2012,Classics,Male,55 and over,NQT,0
2013,Classics,Male,55 and over,NQT,0
2014,Classics,Male,55 and over,NQT,0
2015,Classics,Male,55 and over,NQT,0
2016,Classics,Male,55 and over,NQT,0
2017,Classics,Male,55 and over,NQT,0
2011,Computing,Male,55 and over,NQT,0
2012,Computing,Male,55 and over,NQT,5.0775382483876434
2013,Computing,Male,55 and over,NQT,0.40628229766441354
2014,Computing,Male,55 and over,NQT,1.0549210496211572
2015,Computing,Male,55 and over,NQT,7.182060173241988
2016,Computing,Male,55 and over,NQT,0.10188955769500699
2017,Computing,Male,55 and over,NQT,1.9846166715317686
2011,Design & Technology,Male,55 and over,NQT,0
2012,Design & Technology,Male,55 and over,NQT,0.6625171906496198
2013,Design & Technology,Male,55 and over,NQT,0
2014,Design & Technology,Male,55 and over,NQT,0
2015,Design & Technology,Male,55 and over,NQT,0
2016,Design & Technology,Male,55 and over,NQT,1.3246172347244798
2017,Design & Technology,Male,55 and over,NQT,0.2600035565056241
2011,Drama,Male,55 and over,NQT,0
2012,Drama,Male,55 and over,NQT,0
2013,Drama,Male,55 and over,NQT,0
2014,Drama,Male,55 and over,NQT,0
2015,Drama,Male,55 and over,NQT,0
2016,Drama,Male,55 and over,NQT,0
2017,Drama,Male,55 and over,NQT,0.13124596192564802
2011,English,Male,55 and over,NQT,1.7708764429695685
2012,English,Male,55 and over,NQT,0
2013,English,Male,55 and over,NQT,1.0514666954699092
2014,English,Male,55 and over,NQT,1.9591781867529314
2015,English,Male,55 and over,NQT,0
2016,English,Male,55 and over,NQT,0
2017,English,Male,55 and over,NQT,2.6102178243562992
2011,Food,Male,55 and over,NQT,0
2012,Food,Male,55 and over,NQT,0
2013,Food,Male,55 and over,NQT,0
2014,Food,Male,55 and over,NQT,0
2015,Food,Male,55 and over,NQT,0
2016,Food,Male,55 and over,NQT,0
2017,Food,Male,55 and over,NQT,0.23589610048179127
2011,Geography,Male,55 and over,NQT,0
2012,Geography,Male,55 and over,NQT,0
2013,Geography,Male,55 and over,NQT,0
2014,Geography,Male,55 and over,NQT,0
2015,Geography,Male,55 and over,NQT,0
2016,Geography,Male,55 and over,NQT,0
2017,Geography,Male,55 and over,NQT,0
2011,History,Male,55 and over,NQT,0
2012,History,Male,55 and over,NQT,0
2013,History,Male,55 and over,NQT,0
2014,History,Male,55 and over,NQT,0
2015,History,Male,55 and over,NQT,0
2016,History,Male,55 and over,NQT,0
2017,History,Male,55 and over,NQT,0.4602792716534207
2011,Mathematics,Male,55 and over,NQT,3.541752885939137
2012,Mathematics,Male,55 and over,NQT,7.117402618412479
2013,Mathematics,Male,55 and over,NQT,3.6536313784634884
2014,Mathematics,Male,55 and over,NQT,9.394465555303496
2015,Mathematics,Male,55 and over,NQT,6.94504212439243
2016,Mathematics,Male,55 and over,NQT,7.985707342164188
2017,Mathematics,Male,55 and over,NQT,18.59945160559983
2011,Modern Foreign Languages,Male,55 and over,NQT,1.7708764429695685
2012,Modern Foreign Languages,Male,55 and over,NQT,0
2013,Modern Foreign Languages,Male,55 and over,NQT,0
2014,Modern Foreign Languages,Male,55 and over,NQT,0
2015,Modern Foreign Languages,Male,55 and over,NQT,0
2016,Modern Foreign Languages,Male,55 and over,NQT,0
