CensusYear,Subject,Gender,AgeGroup,QualifiedLeaverType,StockSize
2012,Food,Female,55 and over,Wastage,7.183758515724444
2013,Food,Female,55 and over,Wastage,9.392449234703438
2014,Food,Female,55 and over,Wastage,14.76780658857798
2015,Food,Female,55 and over,Wastage,13.40933014220168
2016,Food,Female,55 and over,Wastage,15.09643015579614
2017,Food,Female,55 and over,Wastage,27.59111419949494
2011,Geography,Female,55 and over,Wastage,0
2012,Geography,Female,55 and over,Wastage,8.163682430739486
2013,Geography,Female,55 and over,Wastage,6.2700379148079906
2014,Geography,Female,55 and over,Wastage,4.605273884478728
2015,Geography,Female,55 and over,Wastage,20.201585635653466
2016,Geography,Female,55 and over,Wastage,30.00807870204519
2017,Geography,Female,55 and over,Wastage,24.158958877936737
2011,History,Female,55 and over,Wastage,0
2012,History,Female,55 and over,Wastage,6.552688585025442
2013,History,Female,55 and over,Wastage,11.396711931153122
2014,History,Female,55 and over,Wastage,6.577569702006055
2015,History,Female,55 and over,Wastage,18.01952221976255
2016,History,Female,55 and over,Wastage,21.51572874556781
2017,History,Female,55 and over,Wastage,18.937759497371474
2011,Mathematics,Female,55 and over,Wastage,41.03995894833081
2012,Mathematics,Female,55 and over,Wastage,45.15224695860757
2013,Mathematics,Female,55 and over,Wastage,49.66541004468959
2014,Mathematics,Female,55 and over,Wastage,46.303086390612066
2015,Mathematics,Female,55 and over,Wastage,67.59020242602776
2016,Mathematics,Female,55 and over,Wastage,88.33203528267698
2017,Mathematics,Female,55 and over,Wastage,116.92025841472429
2011,Modern Foreign Languages,Female,55 and over,Wastage,26.3025921771904
2012,Modern Foreign Languages,Female,55 and over,Wastage,30.65528861913564
2013,Modern Foreign Languages,Female,55 and over,Wastage,33.04481592941905
2014,Modern Foreign Languages,Female,55 and over,Wastage,41.291477037619316
2015,Modern Foreign Languages,Female,55 and over,Wastage,54.18919125606418
2016,Modern Foreign Languages,Female,55 and over,Wastage,70.0659308478186
2017,Modern Foreign Languages,Female,55 and over,Wastage,88.73784101321073
2011,Music,Female,55 and over,Wastage,10.287135995030857
2012,Music,Female,55 and over,Wastage,4.827386144293503
2013,Music,Female,55 and over,Wastage,0.2268531984272923
2014,Music,Female,55 and over,Wastage,6.859880238780246
2015,Music,Female,55 and over,Wastage,16.019862273356352
2016,Music,Female,55 and over,Wastage,16.43770837065777
2017,Music,Female,55 and over,Wastage,11.932136343426063
2011,Others,Female,55 and over,Wastage,37.11784411622555
2012,Others,Female,55 and over,Wastage,26.18032645150942
2013,Others,Female,55 and over,Wastage,27.11889975845085
2014,Others,Female,55 and over,Wastage,38.81190969566309
2015,Others,Female,55 and over,Wastage,38.036512861293986
2016,Others,Female,55 and over,Wastage,38.88465690172205
2017,Others,Female,55 and over,Wastage,58.894159400564746
2011,Physical Education,Female,55 and over,Wastage,8.930425317248847
2012,Physical Education,Female,55 and over,Wastage,6.476342570984186
2013,Physical Education,Female,55 and over,Wastage,4.627886361234276
2014,Physical Education,Female,55 and over,Wastage,5.359136332603364
2015,Physical Education,Female,55 and over,Wastage,12.173012749999806
2016,Physical Education,Female,55 and over,Wastage,17.659340579729196
2017,Physical Education,Female,55 and over,Wastage,24.208981769130187
2011,Physics,Female,55 and over,Wastage,4.141530687094265
2012,Physics,Female,55 and over,Wastage,1.5164398602940865
2013,Physics,Female,55 and over,Wastage,2.753338467760767
2014,Physics,Female,55 and over,Wastage,0.1764725248494648
2015,Physics,Female,55 and over,Wastage,18.29297682312192
2016,Physics,Female,55 and over,Wastage,5.040367350357094
2017,Physics,Female,55 and over,Wastage,22.79795409106099
2011,Religious Education,Female,55 and over,Wastage,10.99550729405452
2012,Religious Education,Female,55 and over,Wastage,14.148265770671532
2013,Religious Education,Female,55 and over,Wastage,3.9918268574102242
2014,Religious Education,Female,55 and over,Wastage,8.396729053446606
2015,Religious Education,Female,55 and over,Wastage,14.495100488278965
2016,Religious Education,Female,55 and over,Wastage,28.354250557761
2017,Religious Education,Female,55 and over,Wastage,37.29177269501048
2011,Art & Design,Male,55 and over,Wastage,6.073300635972766
2012,Art & Design,Male,55 and over,Wastage,14.308244187030294
2013,Art & Design,Male,55 and over,Wastage,10.667660048691346
2014,Art & Design,Male,55 and over,Wastage,9.267625452733192
2015,Art & Design,Male,55 and over,Wastage,9.142098060390365
2016,Art & Design,Male,55 and over,Wastage,6.817070258645863
2017,Art & Design,Male,55 and over,Wastage,14.696669273108148
2011,Biology,Male,55 and over,Wastage,19.09454750205502
2012,Biology,Male,55 and over,Wastage,4.26386720319899
2013,Biology,Male,55 and over,Wastage,5.363687060989545
2014,Biology,Male,55 and over,Wastage,9.759775251843116
2015,Biology,Male,55 and over,Wastage,11.921313134970847
2016,Biology,Male,55 and over,Wastage,21.044432592362085
2017,Biology,Male,55 and over,Wastage,36.89349698177151
2011,Business Studies,Male,55 and over,Wastage,11.83697387398429
2012,Business Studies,Male,55 and over,Wastage,9.561221665212605
2013,Business Studies,Male,55 and over,Wastage,11.29036239017971
2014,Business Studies,Male,55 and over,Wastage,15.55359431238291
2015,Business Studies,Male,55 and over,Wastage,18.84402529378757
2016,Business Studies,Male,55 and over,Wastage,14.344284052095661
2017,Business Studies,Male,55 and over,Wastage,28.080273496635662
2011,Chemistry,Male,55 and over,Wastage,17.421638492734488
2012,Chemistry,Male,55 and over,Wastage,16.287048461235834
2013,Chemistry,Male,55 and over,Wastage,25.520529484713602
2014,Chemistry,Male,55 and over,Wastage,16.506504287343954
2015,Chemistry,Male,55 and over,Wastage,26.994500839950337
2016,Chemistry,Male,55 and over,Wastage,40.166927563709976
2017,Chemistry,Male,55 and over,Wastage,41.9241727625761
2011,Classics,Male,55 and over,Wastage,0
2012,Classics,Male,55 and over,Wastage,0.6987664121984205
2013,Classics,Male,55 and over,Wastage,1.5742378226662186
2014,Classics,Male,55 and over,Wastage,0
2015,Classics,Male,55 and over,Wastage,0.11356383541146156
2016,Classics,Male,55 and over,Wastage,1.045177707835328
2017,Classics,Male,55 and over,Wastage,0.16687502326225132
2011,Computing,Male,55 and over,Wastage,27.013939613821425
2012,Computing,Male,55 and over,Wastage,12.94284942263083
2013,Computing,Male,55 and over,Wastage,11.872962434948436
2014,Computing,Male,55 and over,Wastage,21.191874883376578
2015,Computing,Male,55 and over,Wastage,40.90983637091763
2016,Computing,Male,55 and over,Wastage,36.38661164417744
2017,Computing,Male,55 and over,Wastage,37.978336839212396
2011,Design & Technology,Male,55 and over,Wastage,25.902510301998085
2012,Design & Technology,Male,55 and over,Wastage,33.30862231795588
2013,Design & Technology,Male,55 and over,Wastage,26.301647694541252
2014,Design & Technology,Male,55 and over,Wastage,33.626601267371235
2015,Design & Technology,Male,55 and over,Wastage,44.416408463641666
2016,Design & Technology,Male,55 and over,Wastage,38.59045448043117
2017,Design & Technology,Male,55 and over,Wastage,61.93216107297728
2011,Drama,Male,55 and over,Wastage,2.5114215526002326
2012,Drama,Male,55 and over,Wastage,3.571652710563813
2013,Drama,Male,55 and over,Wastage,6.975292199673571
2014,Drama,Male,55 and over,Wastage,2.390006728755563
2015,Drama,Male,55 and over,Wastage,4.362799163701057
2016,Drama,Male,55 and over,Wastage,10.128788162905085
2017,Drama,Male,55 and over,Wastage,7.163283870931291
2011,English,Male,55 and over,Wastage,23.045630514674095
2012,English,Male,55 and over,Wastage,11.340373799637199
2013,English,Male,55 and over,Wastage,18.60467878954056
2014,English,Male,55 and over,Wastage,28.435940066435418
2015,English,Male,55 and over,Wastage,22.261541916136277
2016,English,Male,55 and over,Wastage,30.73409869750707
2017,English,Male,55 and over,Wastage,36.4117579022112
2011,Food,Male,55 and over,Wastage,0
2012,Food,Male,55 and over,Wastage,0.3856666268580681
2013,Food,Male,55 and over,Wastage,0.12398739611437506
2014,Food,Male,55 and over,Wastage,0
2015,Food,Male,55 and over,Wastage,3.9398559688720263
2016,Food,Male,55 and over,Wastage,1.0084304141564564
2017,Food,Male,55 and over,Wastage,2.1900249545700117
2011,Geography,Male,55 and over,Wastage,17.42418731478238
2012,Geography,Male,55 and over,Wastage,6.861135211799474
2013,Geography,Male,55 and over,Wastage,5.461132192303073
2014,Geography,Male,55 and over,Wastage,15.531472162700329
2015,Geography,Male,55 and over,Wastage,16.53964718396677
2016,Geography,Male,55 and over,Wastage,21.971841851711186
2017,Geography,Male,55 and over,Wastage,32.850190849819924
2011,History,Male,55 and over,Wastage,11.398151511919057
2012,History,Male,55 and over,Wastage,14.505099198517186
2013,History,Male,55 and over,Wastage,0.5540850411986776
2014,History,Male,55 and over,Wastage,9.991907677768863
2015,History,Male,55 and over,Wastage,18.066673725645696
2016,History,Male,55 and over,Wastage,26.73499584279649
2017,History,Male,55 and over,Wastage,17.444063495416636
2011,Mathematics,Male,55 and over,Wastage,76.66338494656364
2012,Mathematics,Male,55 and over,Wastage,61.500957035865696
2013,Mathematics,Male,55 and over,Wastage,67.6580728574807
2014,Mathematics,Male,55 and over,Wastage,57.42201520847617
2015,Mathematics,Male,55 and over,Wastage,67.6354500450295
2016,Mathematics,Male,55 and over,Wastage,88.14273401974236
2017,Mathematics,Male,55 and over,Wastage,128.67695456569507
2011,Modern Foreign Languages,Male,55 and over,Wastage,8.916690288213523
2012,Modern Foreign Languages,Male,55 and over,Wastage,23.04458110263002
2013,Modern Foreign Languages,Male,55 and over,Wastage,6.17458578470903
2014,Modern Foreign Languages,Male,55 and over,Wastage,6.118254637182246
2015,Modern Foreign Languages,Male,55 and over,Wastage,20.23679938428161
2016,Modern Foreign Languages,Male,55 and over,Wastage,7.8346692529572355
2017,Modern Foreign Languages,Male,55 and over,Wastage,17.760436925654705
2011,Music,Male,55 and over,Wastage,1.854437578343394
2012,Music,Male,55 and over,Wastage,2.7840605432749514
2013,Music,Male,55 and over,Wastage,2.2216833882146716
2014,Music,Male,55 and over,Wastage,10.920109268501339
2015,Music,Male,55 and over,Wastage,9.724476954758575
2016,Music,Male,55 and over,Wastage,8.874116203875607
2017,Music,Male,55 and over,Wastage,14.720662670016278
2011,Others,Male,55 and over,Wastage,17.222580904431652
2012,Others,Male,55 and over,Wastage,18.519181956979896
2013,Others,Male,55 and over,Wastage,21.853408754974357
2014,Others,Male,55 and over,Wastage,17.279008886997662
2015,Others,Male,55 and over,Wastage,19.74761294400564
2016,Others,Male,55 and over,Wastage,21.586380849540248
2017,Others,Male,55 and over,Wastage,42.373417167386066
2011,Physical Education,Male,55 and over,Wastage,15.346554744460516
2012,Physical Education,Male,55 and over,Wastage,9.342794258436566
2013,Physical Education,Male,55 and over,Wastage,6.170029136363604
2014,Physical Education,Male,55 and over,Wastage,6.983158584845695
2015,Physical Education,Male,55 and over,Wastage,18.018191295968847
2016,Physical Education,Male,55 and over,Wastage,9.865506092521178
2017,Physical Education,Male,55 and over,Wastage,29.873445897718668
2011,Physics,Male,55 and over,Wastage,6.518966646353292
2012,Physics,Male,55 and over,Wastage,25.196397933766914
2013,Physics,Male,55 and over,Wastage,23.322465015227767
2014,Physics,Male,55 and over,Wastage,29.729988159943076
2015,Physics,Male,55 and over,Wastage,43.5730677816351
2016,Physics,Male,55 and over,Wastage,37.84701578080295
2017,Physics,Male,55 and over,Wastage,43.39296842930303
2011,Religious Education,Male,55 and over,Wastage,4.282059111044609
2012,Religious Education,Male,55 and over,Wastage,5.760342218049258
2013,Religious Education,Male,55 and over,Wastage,4.8828393585800525
2014,Religious Education,Male,55 and over,Wastage,9.17113615968308
2015,Religious Education,Male,55 and over,Wastage,8.841894895254605
2016,Religious Education,Male,55 and over,Wastage,11.836132990510983
2017,Religious Education,Male,55 and over,Wastage,28.67546306974484
2011,Art & Design,Female,Less than 35,Wastage,265.3190012614829
2012,Art & Design,Female,Less than 35,Wastage,250.12085932643302
2013,Art & Design,Female,Less than 35,Wastage,242.050185534522
2014,Art & Design,Female,Less than 35,Wastage,229.28692525142634
2015,Art & Design,Female,Less than 35,Wastage,221.02633724938255
2016,Art & Design,Female,Less than 35,Wastage,238.58636454444195
2017,Art & Design,Female,Less than 35,Wastage,215.1958038786252
2011,Biology,Female,Less than 35,Wastage,410.6273357940644
2012,Biology,Female,Less than 35,Wastage,377.8595015935539
2013,Biology,Female,Less than 35,Wastage,424.5032581637288
2014,Biology,Female,Less than 35,Wastage,424.0922933103384
2015,Biology,Female,Less than 35,Wastage,409.58950660843624
2016,Biology,Female,Less than 35,Wastage,372.58292922669636
2017,Biology,Female,Less than 35,Wastage,440.128747592364
2011,Business Studies,Female,Less than 35,Wastage,141.5127086269765
2012,Business Studies,Female,Less than 35,Wastage,98.57202316520991
2013,Business Studies,Female,Less than 35,Wastage,137.09651447016705
2014,Business Studies,Female,Less than 35,Wastage,128.43429558698827
2015,Business Studies,Female,Less than 35,Wastage,115.7886158896436
2016,Business Studies,Female,Less than 35,Wastage,105.17246744882499
2017,Business Studies,Female,Less than 35,Wastage,121.91630966841218
2011,Chemistry,Female,Less than 35,Wastage,268.14589335833637
2012,Chemistry,Female,Less than 35,Wastage,240.54651518851395
2013,Chemistry,Female,Less than 35,Wastage,214.77951725632045
2014,Chemistry,Female,Less than 35,Wastage,307.36820395173635
2015,Chemistry,Female,Less than 35,Wastage,377.86699695729
2016,Chemistry,Female,Less than 35,Wastage,325.7369318396844
2017,Chemistry,Female,Less than 35,Wastage,296.081304014033
2011,Classics,Female,Less than 35,Wastage,4.4842367302582415
2012,Classics,Female,Less than 35,Wastage,5.036357693039053
2013,Classics,Female,Less than 35,Wastage,9.601853560773332
2014,Classics,Female,Less than 35,Wastage,13.137082817649285
2015,Classics,Female,Less than 35,Wastage,3.752278022044112
2016,Classics,Female,Less than 35,Wastage,20.886900555703807
2017,Classics,Female,Less than 35,Wastage,5.936773024110912
2011,Computing,Female,Less than 35,Wastage,167.71946016044902
2012,Computing,Female,Less than 35,Wastage,163.85678073779604
2013,Computing,Female,Less than 35,Wastage,157.4299098252792
2014,Computing,Female,Less than 35,Wastage,147.3768602914842
2015,Computing,Female,Less than 35,Wastage,129.59862847522655
2016,Computing,Female,Less than 35,Wastage,107.81234504877577
2017,Computing,Female,Less than 35,Wastage,106.7123877040934
2011,Design & Technology,Female,Less than 35,Wastage,202.67208653855053
2012,Design & Technology,Female,Less than 35,Wastage,186.72534989194395
2013,Design & Technology,Female,Less than 35,Wastage,195.05183849492585
2014,Design & Technology,Female,Less than 35,Wastage,191.61779796946092
2015,Design & Technology,Female,Less than 35,Wastage,186.98799547340627
2016,Design & Technology,Female,Less than 35,Wastage,201.27518398912227
2017,Design & Technology,Female,Less than 35,Wastage,211.90045483522323
2011,Drama,Female,Less than 35,Wastage,194.2604645569419
2012,Drama,Female,Less than 35,Wastage,192.08134139112423
2013,Drama,Female,Less than 35,Wastage,193.49592691633939
2014,Drama,Female,Less than 35,Wastage,185.79303320399293
2015,Drama,Female,Less than 35,Wastage,174.22274049855744
2016,Drama,Female,Less than 35,Wastage,174.31442858541976
2017,Drama,Female,Less than 35,Wastage,185.58572442132692
2011,English,Female,Less than 35,Wastage,768.5578298416683
2012,English,Female,Less than 35,Wastage,786.5774805566384
2013,English,Female,Less than 35,Wastage,912.6599921510572
2014,English,Female,Less than 35,Wastage,952.6805306975095
2015,English,Female,Less than 35,Wastage,1026.8067010535576
2016,English,Female,Less than 35,Wastage,1087.4840530921165
2017,English,Female,Less than 35,Wastage,1123.4629624638874
2011,Food,Female,Less than 35,Wastage,36.286553305924016
2012,Food,Female,Less than 35,Wastage,38.04066515658203
2013,Food,Female,Less than 35,Wastage,41.37911813996318
2014,Food,Female,Less than 35,Wastage,42.23970866856218
2015,Food,Female,Less than 35,Wastage,51.626651112568965
2016,Food,Female,Less than 35,Wastage,34.74663853555019
2017,Food,Female,Less than 35,Wastage,32.28235233105993
2011,Geography,Female,Less than 35,Wastage,201.193863182623
2012,Geography,Female,Less than 35,Wastage,185.84674581974036
2013,Geography,Female,Less than 35,Wastage,230.87612694761333
2014,Geography,Female,Less than 35,Wastage,242.13422943797764
2015,Geography,Female,Less than 35,Wastage,272.01806668205825
2016,Geography,Female,Less than 35,Wastage,294.9768877346073
